Année réf,UAI,Etablissement de rattachement,Numéro de l'appel à candidatures,Section 1,Section 2,Section 3,Section 4,Section 5,Section 6,Date prise de fonction,Date ouverture candidature,Date cloture candidature,Profil appel à candidatures,Job profile,Research fiels EURAXESS,Localisation appel à candidatures,Quotité du poste,Etat du poste,Type du poste
2025,0141408E,UNIVERSITE DE CAEN,ATERI606,74,,,,,,01/09/2025,03/02/2025,03/03/2025,Sciences de la Vie,Life Sciences,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATERM1397,14,,,,,,01/09/2025,03/02/2025,03/03/2025,Espagnol (mi-temps à l’année),"Langue espagnole, traduction (half time)","Other - 
",Caen,M,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATERM1551,62,,,,,,01/09/2025,03/02/2025,03/03/2025,Génie chimique - Génie des Procédés (mi-temps à l’année),Chemical engineering - process engineering (half time),"Other - 
",Caen,M,V,ATER
2025,0141720U,ENSI CAEN,2025-27,27,,,,,,01/09/2025,14/03/2025,03/04/2025,"Enseignements: algorithmique, langages  [C, C++, JAVA], interfaces graphiques, encadrements de stages et projets, développement et conception logiciels, cybersécurité, e-payment, image, son, intelligence artificielle
Recherche : intégration au GREYC (UMR6072) ","Teaching: algorithms, languages [C, C++, JAVA], graphic interfaces, internship and project supervisions, software development and design, cybersecurity, e-payment, image processing, artificial intelligence
Research: laboratory GREYC (UMR6072)","Programming - Computer science
",,P,,ATER
2025,0141720U,ENSI CAEN,2025-31,31,,,,,,01/09/2025,14/03/2025,03/04/2025,"Enseignement en chimie physique dans la spécialité «Matériaux-Chimie», et plus particulièrement la catalyse hétérogène, son application dans des procédés industriels existants et émergents en transition énergétique. Enseignements en thermodynamique et cinétique appliquée",Teaching and research in physical chemistry and more particularly in heterogeneous catalysis. More general teaching duties are in applied thermodynamic and process engineering. Computing abilities in these fields would be appreciated.,"Physical chemistry - Chemistry
Chemical engineering - Engineering
Analytical chemistry - Chemistry
Heterogeneous catalysis - Chemistry
",,P,S,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,1,27,61,,,,,01/09/2025,03/02/2025,28/02/2025,"La personne recrutée assurera la formation BUT Réseaux et Télécom, parcours Cybersécurité. ",A full-time lecturer (ATER) is vacant at IUT of La Rochelle within the Networks and Telecommunications Department. ,"Computer science - 
Engineering - 
Technology - 
",,P,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,10,27,,,,,,01/09/2025,03/02/2025,28/02/2025, Informatique – Bases de données ,Computer Science -Databases,"Other - 
Computer science - 
",,P,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,11,21,,,,,,01/09/2025,03/02/2025,28/02/2025,Histoire médiévale. Enseignement en Licence. Participation aux activités de recherche en relation avec les thématiques littorales et atlantiques de l’équipe ESTRAN au sein du laboratoire LIENSs.,"Teaching profile : European Medieval History 
Research profile : Maritime history - History of ports and coastal societies – Medieval History of Atlantic Europe
","Medieval history - History
",,P,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,2,27,,,,,,01/09/2025,03/02/2025,28/02/2025,Le candidat interviendra dans le cadre du BUT Informatique. Il devra avoir une activité de recherche avérée lui permettant de s'intégrer dans l'une des trois équipes de recherche du Laboratoire L3i. (2 postes vacants),The candidate must have a proven research activity in the areas of interests of the L3i Lab. allowing its integration in one of its three research teams.,"Engineering - 
Computer science - 
",,P,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,3,35,36,,,,,01/09/2025,03/02/2025,28/02/2025,"The candidate will integrate one of the following research axis: sea level variations, morphological evolutions and hydrodynamics of coastal zone, soil records of environmental changes in the littoral zone.","The candidate will integrate one of the following research axis: sea level variations, morphological evolutions and hydrodynamics of coastal zone, soil records of environmental changes in the littoral zone.","Other - 
",,P,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,4,26,25,,,,,01/09/2025,03/02/2025,28/02/2025,Mathématiques Appliquées,Applied Mathematics,"Applied mathematics - Mathematics
Statistics - Mathematics
",,P,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,5,14,,,,,,01/09/2025,03/02/2025,28/02/2025,Le département LEA recherche un.e ATER avec un profil enseignement et recherche lié au portugais du Brésil pouvant réaliser des activités d’enseignement ainsi que de recherche liées au portugais du Brésil (langue et civilisation).,"The Applied Foreign Languages Department is looking for a candidate to fill an ATER post with a teaching and research profile in Brazilian Portuguese, able to carry out teaching and research activities related to Brazilian Portuguese (language and civilization).  ","Cultural studies - 
",,P,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,6,6,,,,,,01/09/2025,03/02/2025,28/02/2025,Sciences de gestion et du management,Sciences de gestion et du management,"Other - 
",,M,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,7,1,,,,,,01/09/2025,03/02/2025,28/02/2025,Le candidat devra couvrir les besoins en travaux TD sur les matières fondamentales de première et de deuxième année de licence droit : Droit civil - les personnes ; Droit civil - la famille - Droit des obligations – Droit des obligations,Private law and criminal sciences ,"Other - 
",,P,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,8,68,67,,,,,01/09/2025,03/02/2025,28/02/2025,":  ATER Biologie des organismes et Écologie littorale - La Rochelle Université – UMR 7266 LIENSs
Teaching: bachelor (and master level) degrees in biology at organism’s level  
",":  ATER Biologie des organismes et Écologie littorale - La Rochelle Université – UMR 7266 LIENSs
Teaching: bachelor (and master level) degrees in biology at organism’s level  
","Environmental science - 
Biological sciences - 
",,P,V,ATER
2025,0171463Y,UNIVERSITE DE LA ROCHELLE,9,67,68,,,,,01/09/2025,03/02/2025,28/02/2025,ATER Biologie des organismes et Écologie littorale - La Rochelle Université – UMR 7266 LIENSs,ATER Biologie des organismes et Écologie littorale - La Rochelle Université – UMR 7266 LIENSs,"Environmental science - 
Biological sciences - 
",,M,V,ATER
2025,0211139Z,UNIVERSITE DE DIJON (IUT DIJON),05IUTDAN,5,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Economics - 
",AUXERRE,P,S,ATER
2025,0211139Z,UNIVERSITE DE DIJON (IUT DIJON),27IUTDAN,27,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Computer science - 
",AUXERRE,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,01DSEP,1,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,02DSEP,2,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,03DSEP,3,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,04DSEP,4,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,05DSEP,5,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Economics - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,06IAE1,6,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,06IAE2,6,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,07LETTRES,7,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,08LETTRES,8,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,09-10LETTR,9,10,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,11LANGUES,11,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,14LANGUES,14,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,16SHS1,16,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Psychological sciences - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,16SHS2,16,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Psychological sciences - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,16SHS3,16,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,16SHS4,16,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Psychological sciences - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,16SHS5,16,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profil sheet,"Psychological sciences - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,17INSPE,17,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Philosophy - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,17LETTRES,17,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Philosophy - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,18SHS,18,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,19SHS,19,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Sociology - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,20SHS,20,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Ethnology - Anthropology
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,21SHS1,21,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"History - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,21SHS2,21,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"History - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,22SHS,22,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Contemporary history - History
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,23-24SHS,23,24,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Geography - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,25-26SCTEC,25,26,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Mathematics - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,27ISAT,27,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",NEVERS,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,27SCTECH,27,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,31-33POLYT,31,33,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Chemistry - 
",,P,V,ATER
2025,0211237F,UNIVERSITE DE DIJON,31-33SCTEC,31,33,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,32SCTECH,32,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,35-36SVTE1,35,36,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,35-36SVTE2,35,36,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,60ISAT1,60,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",NEVERS,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,60ISAT2,60,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",NEVERS,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,61-63SCTEC,61,63,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,61POLYTECH,61,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,62ISAT,62,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",NEVERS,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,63ISAT,63,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",NEVERS,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,64SVTE,64,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,65SVTE,65,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,66ASVTE,66,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,67-68SVTE,67,68,,,,,01/01/2026,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,67SVTE,67,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,70INSPE1,70,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Educational sciences - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,70INSPE2,70,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Educational sciences - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,71LETTRES,71,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,74STAPS1,74,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,74STAPS2,74,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,74STAPS3,74,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profile sheet,"Other - 
",,P,S,ATER
2025,0211237F,UNIVERSITE DE DIJON,87SANTE,87,,,,,,01/09/2025,04/04/2025,24/04/2025,Voir fiche profil jointe,See attached profils sheet,"Other - 
",,P,S,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER0002A,2,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SJEPG,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER0003A,67,68,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",ST,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER0004A,35,36,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",ST,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER0005A,16,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER0007A,27,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",IUT NFC,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER0008A,27,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",IUT NFC,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER0010A,74,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",STAPS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER0012A,11,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1160A,25,26,29,30,31,32,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",ST,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1173A,5,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SJEPG,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1176A,2,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SJEPG,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1177A,2,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",STGI,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1179A,1,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SJEPG,P,S,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1183A,16,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1319A,64,65,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",ST,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1320A,74,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",STAPS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1332A,17,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1593A,14,70,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER 6 mois,"Other - 
",INSPE,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1594A,19,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER 6 mois,"Other - 
",SJEPG,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATER1595A,16,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATERPROV6,16,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATPROV002,14,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATPROV003,7,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATPROV025,1,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",STGI,P,S,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATPROV036,7,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATPROV045,74,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",STAPS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1ATPROV048,3,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER 6 mois,"Other - 
",SJEPG,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1MCFU0019A,85,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SANTE,P,S,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1MCFU0060A,23,24,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1MCFU0106A,2,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",STGI,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1MCFU0170A,14,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",STGI,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1MCFU0239A,71,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",STGI,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1MCFU0276A,27,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",ST,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1MCFU0312A,11,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1MCFU0324A,74,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",STAPS,P,V,ATER
2025,0251215K,UNIVERSITE DE BESANCON,1MCFU0326A,11,,,,,,01/09/2025,19/03/2025,09/04/2025,,ATER,"Other - 
",SLHS,P,V,ATER
